24481,454,1.0
24481,455,1.0
24481,456,1.0
24481,457,3.0
24481,458,2.0
24481,459,15.0
24481,460,2.0
24481,461,2.0
24481,250,2.0
24481,462,2.0
24481,463,7.0
24481,464,7.0
24481,251,4.0
24481,465,4.0
24481,466,1.0
24481,253,3.0
24481,255,1.0
24481,467,1.0
24481,468,6.0
24481,469,1.0
24481,256,1.0
24481,470,6.0
24481,471,5.0
24481,472,1.0
24481,473,7.0
24481,474,1.0
24481,475,1.0
24481,476,3.0
24481,477,3.0
24481,478,1.0
24481,257,2.0
24481,258,15.0
24481,259,1.0
24481,262,2.0
24481,264,22.0
24481,479,1.0
24481,480,1.0
24481,265,5.0
24481,267,2.0
24481,481,3.0
24481,268,8.0
24481,482,1.0
24481,483,3.0
24481,484,3.0
24481,485,5.0
24481,486,2.0
24481,487,5.0
24481,272,1.0
24481,488,1.0
24481,273,25.0
24481,489,4.0
24481,490,1.0
24481,491,5.0
24481,275,72.0
24481,276,7.0
24481,277,14.0
24481,492,3.0
24481,493,3.0
24481,494,1.0
24481,495,2.0
24481,278,2.0
24481,496,1.0
24481,279,4.0
24481,497,5.0
24481,280,7.0
24481,498,1.0
24481,499,4.0
24481,500,9.0
24481,501,3.0
24481,502,7.0
24481,503,2.0
24481,504,3.0
24481,284,2.0
24481,505,3.0
24481,506,1.0
24481,507,6.0
24481,508,1.0
24481,509,4.0
24481,510,1.0
24481,511,1.0
24481,512,2.0
24481,513,4.0
24481,514,1.0
24481,515,1.0
24481,516,2.0
24481,517,1.0
24481,518,10.0
24481,519,1.0
24481,520,1.0
24481,521,1.0
24481,522,9.0
24481,523,2.0
24481,286,3.0
24481,524,5.0
24481,525,4.0
24481,526,3.0
24481,527,2.0
24481,528,4.0
24481,529,1.0
24481,530,1.0
24481,531,1.0
24481,532,1.0
24481,533,3.0
24481,289,1.0
24481,290,2.0
24481,291,2.0
24481,534,1.0
24481,292,2.0
24481,535,2.0
24481,536,4.0
24481,537,1.0
24481,538,3.0
24481,539,2.0
24481,540,2.0
24481,541,1.0
24481,542,1.0
24481,293,9.0
24481,543,2.0
24481,544,1.0
24481,545,1.0
24481,294,1.0
24481,546,3.0
24481,295,1.0
24481,547,6.0
24481,548,3.0
24481,549,8.0
24481,550,7.0
24481,551,2.0
24481,552,5.0
24481,553,1.0
24481,554,2.0
24481,555,18.0
24481,556,1.0
24481,557,1.0
24481,558,1.0
24481,559,4.0
24481,560,1.0
24481,561,1.0
24481,562,1.0
24481,563,22.0
24481,564,1.0
24481,565,1.0
24481,566,1.0
24481,567,1.0
24481,568,1.0
24481,569,3.0
24481,570,3.0
24481,571,2.0
24481,572,2.0
24481,573,1.0
24481,574,1.0
24481,575,1.0
24481,298,4.0
24481,576,1.0
24481,577,3.0
24481,578,2.0
24481,579,4.0
24481,580,8.0
24481,581,2.0
24481,582,1.0
24481,300,8.0
24481,583,2.0
24481,584,1.0
24481,585,1.0
24481,586,6.0
24481,587,2.0
24481,302,7.0
24481,588,2.0
24481,589,2.0
24481,304,6.0
24481,590,2.0
24481,591,3.0
24481,592,1.0
24481,593,1.0
24481,305,6.0
24481,594,1.0
24481,595,2.0
24481,596,2.0
24481,597,1.0
24481,598,1.0
24481,599,1.0
24481,600,1.0
24481,601,2.0
24481,602,2.0
24481,310,2.0
24481,603,2.0
24481,604,2.0
24481,605,3.0
24481,606,1.0
24481,607,6.0
24481,608,1.0
24481,609,1.0
24481,610,1.0
24481,611,6.0
24481,612,4.0
24481,613,4.0
24481,614,1.0
24481,615,1.0
24481,616,1.0
24481,617,3.0
24481,618,4.0
24481,311,2.0
24481,619,2.0
24481,620,3.0
24481,621,1.0
24481,622,2.0
24481,312,7.0
24481,623,6.0
24481,624,1.0
24481,625,1.0
24481,626,1.0
24481,627,1.0
24481,313,4.0
24481,628,1.0
24481,629,1.0
24481,630,4.0
24481,631,1.0
24481,632,8.0
24481,633,4.0
24481,634,4.0
24481,635,1.0
24481,315,22.0
24481,636,3.0
24481,637,2.0
24481,317,5.0
24481,318,10.0
24481,638,4.0
24481,639,1.0
24481,640,3.0
24481,641,2.0
24481,642,1.0
24481,643,74.0
24481,644,2.0
24481,645,6.0
24481,646,3.0
24481,647,6.0
24481,648,3.0
24481,649,1.0
24481,650,1.0
24481,651,1.0
24481,652,5.0
24481,653,4.0
24481,654,2.0
24481,655,1.0
24481,656,3.0
24481,657,1.0
24481,658,1.0
24481,659,2.0
24481,660,1.0
24481,661,3.0
24481,662,1.0
24481,663,12.0
24481,664,1.0
24481,665,1.0
24481,320,1.0
24481,666,1.0
24481,667,1.0
24481,668,2.0
24481,669,2.0
24481,670,1.0
24481,671,1.0
24481,672,1.0
24481,673,1.0
24481,674,1.0
24481,675,1.0
24481,676,1.0
24481,677,1.0
24481,326,7.0
24481,678,3.0
24481,679,1.0
24481,680,3.0
24481,681,1.0
24481,327,28.0
24481,682,2.0
24481,683,1.0
24481,684,1.0
24481,685,2.0
24481,686,1.0
24481,687,1.0
24481,688,2.0
24481,689,1.0
24481,690,2.0
24481,691,2.0
24481,692,8.0
24481,693,2.0
24481,694,1.0
24481,695,2.0
24481,696,3.0
24481,697,2.0
24481,698,12.0
24481,699,6.0
24481,700,1.0
24481,701,8.0
24481,702,12.0
24481,703,4.0
24481,704,3.0
24481,705,1.0
24481,706,1.0
24481,707,2.0
24481,708,10.0
24481,709,1.0
24481,710,1.0
24481,331,25.0
24481,332,13.0
24481,711,20.0
24481,712,1.0
24481,713,3.0
24481,714,1.0
24481,715,2.0
24481,716,1.0
24481,717,2.0
24481,718,3.0
24481,719,6.0
24481,720,2.0
24481,721,17.0
24481,333,2.0
24481,722,6.0
24481,723,3.0
24481,724,5.0
24481,725,3.0
5786,338,1.0
5786,17,1.0
5786,26,1.0
5786,47,1.0
5786,68,1.0
5786,726,1.0
5786,71,1.0
5786,72,1.0
5786,88,1.0
5786,359,2.0
5786,102,1.0
5786,366,1.0
5786,372,1.0
5786,374,1.0
5786,194,2.0
5786,216,1.0
5786,238,1.0
5786,275,2.0
5786,727,1.0
5786,570,1.0
5786,331,1.0
896,2,1.0
896,5,1.0
896,9,2.0
896,12,1.0
896,334,1.0
896,338,2.0
896,25,9.0
896,26,1.0
896,342,3.0
896,31,1.0
896,753,4.0
896,33,1.0
896,35,2.0
896,37,1.0
896,41,1.0
896,46,1.0
896,48,1.0
896,54,4.0
896,55,1.0
896,754,1.0
896,56,1.0
896,59,10.0
896,352,2.0
896,62,1.0
896,68,14.0
896,81,6.0
896,82,1.0
896,84,1.0
896,87,1.0
896,88,1.0
896,90,1.0
896,92,7.0
896,93,4.0
896,98,2.0
896,362,3.0
896,755,1.0
896,105,1.0
896,117,1.0
896,124,2.0
896,126,1.0
896,129,3.0
896,133,2.0
896,137,2.0
896,380,2.0
896,141,2.0
896,145,1.0
896,756,1.0
896,147,1.0
896,152,3.0
896,153,1.0
896,156,1.0
896,165,1.0
896,168,12.0
896,171,3.0
896,177,2.0
896,180,1.0
896,181,2.0
896,757,2.0
896,735,7.0
896,194,1.0
896,758,2.0
896,759,1.0
896,228,1.0
896,428,1.0
896,430,2.0
896,438,1.0
896,440,3.0
896,242,1.0
896,760,3.0
896,761,1.0
896,465,2.0
896,762,1.0
896,733,1.0
896,763,1.0
896,258,6.0
896,479,2.0
896,267,9.0
896,275,14.0
896,276,1.0
896,279,1.0
896,544,1.0
896,764,2.0
896,765,1.0
896,766,5.0
896,767,3.0
896,768,1.0
896,769,1.0
896,614,2.0
896,617,1.0
896,770,1.0
896,635,1.0
896,642,1.0
896,771,5.0
896,772,7.0
896,773,1.0
896,326,3.0
896,774,2.0
896,775,1.0
896,692,1.0
896,776,2.0
896,332,1.0
896,711,3.0
896,777,3.0
896,721,1.0
661,14,2.0
661,339,2.0
661,41,2.0
661,343,2.0
661,44,2.0
661,68,2.0
661,69,3.0
661,73,2.0
661,77,2.0
661,354,2.0
661,92,1.0
661,361,1.0
661,362,1.0
661,363,1.0
661,755,1.0
661,365,3.0
661,366,3.0
661,111,4.0
661,370,1.0
661,120,4.0
661,121,4.0
661,123,1.0
661,124,1.0
661,125,1.0
661,186,1.0
661,399,2.0
661,404,1.0
661,778,1.0
661,779,1.0
661,457,1.0
661,780,2.0
661,547,1.0
661,313,2.0
661,331,1.0
579,1,1.0
579,23,1.0
579,781,2.0
579,26,1.0
579,782,1.0
579,40,1.0
579,41,1.0
579,44,1.0
579,53,1.0
579,54,1.0
579,67,2.0
579,69,1.0
579,70,1.0
579,71,2.0
579,72,1.0
579,82,2.0
579,783,1.0
579,97,1.0
579,361,2.0
579,114,1.0
579,370,1.0
579,120,1.0
579,121,1.0
579,122,1.0
579,133,1.0
579,143,1.0
579,188,2.0
579,784,1.0
579,419,1.0
579,249,1.0
579,275,2.0
579,280,1.0
579,288,1.0
579,785,1.0
76584,1,2.0
76584,3,3.0
76584,5,13.0
76584,6,1.0
76584,8,1.0
76584,10,3.0
76584,12,1.0
76584,334,1.0
76584,15,1.0
76584,16,11.0
76584,338,1.0
76584,17,1.0
76584,339,4.0
76584,23,2.0
76584,26,5.0
76584,27,1.0
76584,30,1.0
76584,31,3.0
76584,32,1.0
76584,34,1.0
76584,37,4.0
76584,38,1.0
76584,786,3.0
76584,41,5.0
76584,42,1.0
76584,44,2.0
76584,46,2.0
76584,47,2.0
76584,48,1.0
76584,49,1.0
76584,50,1.0
76584,51,1.0
76584,55,1.0
76584,56,2.0
76584,730,3.0
76584,57,2.0
76584,351,1.0
76584,60,2.0
76584,62,3.0
76584,68,5.0
76584,353,1.0
76584,787,1.0
76584,75,1.0
76584,76,2.0
76584,77,1.0
76584,80,1.0
76584,81,3.0
76584,788,2.0
76584,82,3.0
76584,355,2.0
76584,83,1.0
76584,356,2.0
76584,87,1.0
76584,88,2.0
76584,89,2.0
76584,90,2.0
76584,92,6.0
76584,93,1.0
76584,95,3.0
76584,98,4.0
76584,103,2.0
76584,365,1.0
76584,107,2.0
76584,108,1.0
76584,109,4.0
76584,111,6.0
76584,114,2.0
76584,370,3.0
76584,371,1.0
76584,120,2.0
76584,121,2.0
76584,124,1.0
76584,789,2.0
76584,126,5.0
76584,127,5.0
76584,128,1.0
76584,375,5.0
76584,129,1.0
76584,135,1.0
76584,139,1.0
76584,141,2.0
76584,142,1.0
76584,143,1.0
76584,144,1.0
76584,146,2.0
76584,148,1.0
76584,149,1.0
76584,156,1.0
76584,157,1.0
76584,160,1.0
76584,161,1.0
76584,168,1.0
76584,790,1.0
76584,389,6.0
76584,180,3.0
76584,189,1.0
76584,191,11.0
76584,404,1.0
76584,195,1.0
76584,202,1.0
76584,207,1.0
76584,415,5.0
76584,216,6.0
76584,791,2.0
76584,427,1.0
76584,736,1.0
76584,434,1.0
76584,436,1.0
76584,792,2.0
76584,238,1.0
76584,437,4.0
76584,438,4.0
76584,793,1.0
76584,241,2.0
76584,794,6.0
76584,447,1.0
76584,448,2.0
76584,795,1.0
76584,796,1.0
76584,797,1.0
76584,798,2.0
76584,255,1.0
76584,477,1.0
76584,257,1.0
76584,264,1.0
76584,269,1.0
76584,799,1.0
76584,275,6.0
76584,276,2.0
76584,800,1.0
76584,519,1.0
76584,801,1.0
76584,802,1.0
76584,803,1.0
76584,288,2.0
76584,537,3.0
76584,804,1.0
76584,805,1.0
76584,806,1.0
76584,807,1.0
76584,555,1.0
76584,300,1.0
76584,808,1.0
76584,809,1.0
76584,746,1.0
76584,810,1.0
76584,310,1.0
76584,610,1.0
76584,634,1.0
76584,315,1.0
76584,811,2.0
76584,643,1.0
76584,812,6.0
76584,327,2.0
76584,702,1.0
76584,813,2.0
76584,331,3.0
76584,332,2.0
76584,721,8.0
3374,3,1.0
3374,7,2.0
3374,8,1.0
3374,12,1.0
3374,13,1.0
3374,14,2.0
3374,16,1.0
3374,22,1.0
3374,781,1.0
3374,26,5.0
3374,31,1.0
3374,44,1.0
3374,46,2.0
3374,349,1.0
3374,69,1.0
3374,74,1.0
3374,80,1.0
